trial_id,trial_type,input_state,byzantine_nodes,byzantine_strategies,n_coherent_flip,n_equivocate,n_withhold,detected_nodes,n_detected,n_undetected_byz,true_all_outcomes,reported_ctrl,recovered_ctrl,M_X_true,M_Z_true,M_X_rep,M_Z_rep,M_X_rec,M_Z_rec,M_correct_before,M_correct_after,fidelity_before,fidelity_after,bell_outcome,verification_pass,p_phi_plus,noise_level,n_controllers,max_byzantine,is_trap,trap_detected,sweep_noise
33,regular,psi,"[1, 4]","{1: 'equivocate', 4: 'withhold'}",0,1,1,"[1, 4]",2,0,"[0, 0, 1, 0, 0, 0, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 1, 1, 0]","[1, 0, 0, 0, 0, 1, 1, 0]",1,0,1,1,1,0,0,1,0.3260751772047846,0.8781930961248067,,,,0.02,8,2,False,False,0.02
34,regular,psi,"[3, 6]","{6: 'equivocate', 3: 'equivocate'}",0,2,0,"[3, 6]",2,0,"[0, 1, 0, 1, 1, 1, 0, 0, 0, 1]","[0, 1, 0, 1, 0, 1, 0, 1]","[0, 1, 1, 1, 0, 0, 0, 1]",0,1,1,0,0,1,0,1,0.32968492510100234,0.8781931412339672,,,,0.02,8,2,False,False,0.02
35,regular,psi,"[1, 8]","{8: 'equivocate', 1: 'equivocate'}",0,2,0,"[1, 8]",2,0,"[0, 1, 1, 0, 0, 1, 1, 1, 0, 0]","[0, 0, 0, 1, 1, 1, 0, 1]","[1, 0, 0, 1, 1, 1, 0, 0]",1,0,0,1,1,0,0,1,0.3296849436050282,0.878193110339443,,,,0.02,8,2,False,False,0.02
36,regular,psi,"[1, 3]","{1: 'withhold', 3: 'withhold'}",0,0,2,"[1, 3]",2,0,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 1]","[1, 0, 0, 0, 0, 1, 0, 1]","[1, 0, 0, 0, 0, 1, 0, 1]",0,1,0,1,0,1,1,1,0.8781930961248067,0.8781930961248067,,,,0.02,8,2,False,False,0.02
37,verification,verification,"[1, 4]","{4: 'withhold', 1: 'withhold'}",0,0,2,"[1, 4]",2,0,"[1, 1, 0, 1, 1, 1, 1, 1, 1, 0]","[0, 1, 1, 1, 1, 1, 1, 0]","[0, 1, 1, 1, 1, 1, 1, 0]",0,0,0,0,0,0,1,1,,,Phi+,True,0.8505486868240135,0.02,8,2,False,False,0.02
38,regular,psi,"[1, 8]","{8: 'coherent_flip', 1: 'equivocate'}",1,1,0,[1],1,1,"[1, 0, 1, 1, 0, 1, 1, 0, 1, 0]","[0, 1, 0, 1, 1, 0, 1, 1]","[1, 1, 0, 1, 1, 0, 1, 1]",0,0,1,1,1,0,0,0,0.32968493795587955,0.4660468063415133,,,,0.02,8,2,False,False,0.02
39,regular,psi,"[5, 8]","{8: 'equivocate', 5: 'equivocate'}",0,2,0,"[5, 8]",2,0,"[1, 1, 1, 0, 1, 0, 0, 1, 0, 1]","[1, 0, 1, 0, 1, 1, 0, 0]","[1, 0, 1, 0, 0, 1, 0, 1]",1,1,0,0,1,1,0,1,0.3296849435550554,0.8781931153925189,,,,0.02,8,2,False,False,0.02
40,verification,verification,"[2, 8]","{2: 'coherent_flip', 8: 'coherent_flip'}",2,0,0,[],0,2,"[0, 0, 1, 1, 0, 1, 1, 1, 1, 1]","[1, 0, 0, 1, 1, 1, 1, 0]","[1, 0, 0, 1, 1, 1, 1, 0]",0,1,0,1,0,1,1,1,,,Phi+,True,0.8505486633587728,0.02,8,2,False,False,0.02
41,regular,psi,"[4, 7]","{7: 'coherent_flip', 4: 'withhold'}",1,0,1,[4],1,1,"[1, 0, 0, 1, 0, 1, 1, 1, 1, 0]","[0, 1, 0, 1, 1, 1, 0, 0]","[0, 1, 0, 1, 1, 1, 0, 0]",1,1,1,0,1,0,0,0,0.3260751011481732,0.3260751011481732,,,,0.02,8,2,False,False,0.02
42,regular,psi,"[1, 4]","{4: 'withhold', 1: 'coherent_flip'}",1,0,1,[4],1,1,"[0, 1, 0, 0, 0, 1, 1, 0, 1, 0]","[1, 0, 0, 1, 1, 0, 1, 0]","[1, 0, 0, 1, 1, 0, 1, 0]",0,0,0,1,0,1,0,0,0.3260751403100885,0.3260751403100885,,,,0.02,8,2,False,False,0.02
43,regular,psi,"[4, 7]","{4: 'withhold', 7: 'coherent_flip'}",1,0,1,[4],1,1,"[0, 0, 1, 0, 0, 1, 1, 1, 0, 0]","[1, 0, 0, 1, 1, 1, 1, 0]","[1, 0, 0, 1, 1, 1, 1, 0]",0,0,0,1,0,1,0,0,0.32607513654967146,0.32607513654967146,,,,0.02,8,2,False,False,0.02
44,regular,psi,"[1, 5]","{1: 'coherent_flip', 5: 'equivocate'}",1,1,0,[5],1,1,"[1, 1, 1, 1, 0, 1, 0, 1, 1, 1]","[0, 1, 0, 1, 1, 1, 1, 1]","[0, 1, 0, 1, 0, 1, 1, 1]",1,1,1,1,1,0,1,0,0.8781931159386189,0.3260751011481731,,,,0.02,8,2,False,False,0.02
45,regular,psi,"[1, 4]","{1: 'withhold', 4: 'equivocate'}",0,1,1,"[1, 4]",2,0,"[1, 0, 1, 0, 0, 0, 1, 0, 1, 0]","[1, 0, 0, 1, 1, 0, 1, 0]","[1, 0, 0, 0, 1, 0, 1, 0]",0,0,1,0,0,0,0,1,0.4660468095058574,0.8781931401417654,,,,0.02,8,2,False,False,0.02
46,regular,psi,"[2, 7]","{2: 'withhold', 7: 'equivocate'}",0,1,1,"[2, 7]",2,0,"[0, 1, 1, 0, 1, 1, 1, 0, 1, 0]","[1, 0, 1, 1, 1, 0, 0, 0]","[1, 0, 1, 1, 1, 0, 1, 0]",0,0,0,1,0,0,0,1,0.3260751403100885,0.8781931153925189,,,,0.02,8,2,False,False,0.02
47,regular,psi,"[4, 8]","{4: 'equivocate', 8: 'equivocate'}",0,2,0,"[4, 8]",2,0,"[1, 0, 1, 1, 0, 1, 0, 1, 1, 0]","[1, 1, 0, 0, 0, 1, 1, 1]","[1, 1, 0, 1, 0, 1, 1, 0]",1,1,1,1,1,1,1,1,0.878193115938619,0.878193115938619,,,,0.02,8,2,False,False,0.02
48,regular,plus,"[3, 4]","{4: 'withhold', 3: 'withhold'}",0,0,2,"[3, 4]",2,0,"[0, 1, 0, 1, 1, 1, 1, 0, 1, 1]","[0, 1, 1, 1, 1, 0, 1, 1]","[0, 1, 1, 1, 1, 0, 1, 1]",0,1,0,1,0,1,1,1,0.9085364639759064,0.9085364639759064,,,,0.02,8,2,True,False,0.02
49,regular,psi,"[5, 8]","{5: 'equivocate', 8: 'withhold'}",0,1,1,"[5, 8]",2,0,"[0, 0, 1, 1, 0, 0, 0, 0, 1, 1]","[1, 1, 0, 0, 1, 0, 1, 1]","[1, 1, 0, 0, 0, 0, 1, 1]",0,0,0,1,0,0,0,1,0.32607514031008844,0.8781931153925189,,,,0.02,8,2,False,False,0.02
50,regular,psi,"[4, 8]","{8: 'coherent_flip', 4: 'withhold'}",1,0,1,[4],1,1,"[1, 1, 1, 0, 0, 0, 1, 1, 1, 0]","[1, 0, 0, 0, 1, 1, 1, 1]","[1, 0, 0, 0, 1, 1, 1, 1]",0,0,1,0,1,0,0,0,0.4660468007423375,0.4660468007423375,,,,0.02,8,2,False,False,0.02
51,regular,psi,"[2, 3]","{2: 'equivocate', 3: 'withhold'}",0,1,1,"[2, 3]",2,0,"[1, 1, 0, 0, 1, 1, 1, 1, 0, 1]","[0, 1, 1, 1, 1, 1, 0, 1]","[0, 0, 1, 1, 1, 1, 0, 1]",0,1,1,1,0,1,0,1,0.4660468031771693,0.8781930794449225,,,,0.02,8,2,False,False,0.02
52,regular,psi,"[1, 5]","{1: 'equivocate', 5: 'withhold'}",0,1,1,"[1, 5]",2,0,"[0, 1, 1, 0, 1, 1, 0, 1, 1, 1]","[0, 0, 1, 1, 0, 1, 1, 1]","[1, 0, 1, 1, 0, 1, 1, 1]",0,1,0,0,0,1,0,1,0.3260751067473491,0.878193110339443,,,,0.02,8,2,False,False,0.02
53,regular,psi,"[2, 6]","{2: 'withhold', 6: 'coherent_flip'}",1,0,1,[2],1,1,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0]","[0, 0, 0, 1, 0, 1, 1, 0]","[0, 0, 0, 1, 0, 1, 1, 0]",1,1,0,1,0,1,0,0,0.46604683370900374,0.46604683370900374,,,,0.02,8,2,False,False,0.02
54,regular,psi,"[5, 6]","{5: 'withhold', 6: 'coherent_flip'}",1,0,1,[5],1,1,"[1, 0, 0, 0, 1, 1, 0, 0, 1, 1]","[0, 0, 1, 1, 0, 1, 1, 1]","[0, 0, 1, 1, 0, 1, 1, 1]",0,1,1,1,1,1,0,0,0.4660468310599443,0.4660468310599443,,,,0.02,8,2,False,False,0.02
55,regular,psi,"[3, 5]","{5: 'coherent_flip', 3: 'coherent_flip'}",2,0,0,[],0,2,"[1, 1, 0, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 0, 1, 0, 1, 1, 1]","[0, 1, 0, 1, 0, 1, 1, 1]",1,0,1,0,1,0,1,1,0.87819313012823,0.87819313012823,,,,0.02,8,2,False,False,0.02
56,regular,psi,"[5, 8]","{8: 'withhold', 5: 'withhold'}",0,0,2,"[5, 8]",2,0,"[0, 1, 0, 1, 0, 0, 0, 1, 1, 1]","[0, 1, 0, 0, 0, 1, 1, 1]","[0, 1, 0, 0, 0, 1, 1, 1]",0,1,0,1,0,1,1,1,0.878193110339443,0.878193110339443,,,,0.02,8,2,False,False,0.02
57,regular,psi,"[3, 6]","{6: 'equivocate', 3: 'coherent_flip'}",1,1,0,[6],1,1,"[1, 1, 0, 1, 1, 0, 1, 0, 0, 1]","[0, 1, 0, 0, 1, 1, 0, 1]","[0, 1, 0, 0, 1, 0, 0, 1]",1,1,0,0,1,0,0,0,0.3296849435550554,0.3260751403100885,,,,0.02,8,2,False,False,0.02
58,regular,psi,"[3, 6]","{6: 'withhold', 3: 'withhold'}",0,0,2,"[3, 6]",2,0,"[1, 0, 1, 1, 0, 0, 0, 1, 0, 0]","[1, 1, 0, 0, 0, 1, 0, 0]","[1, 1, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,0,1,1,0.878193110339443,0.878193110339443,,,,0.02,8,2,False,False,0.02
59,regular,psi,"[2, 3]","{2: 'withhold', 3: 'equivocate'}",0,1,1,"[2, 3]",2,0,"[1, 0, 1, 1, 0, 0, 0, 0, 0, 1]","[1, 1, 1, 0, 0, 0, 0, 1]","[1, 1, 0, 0, 0, 0, 0, 1]",0,0,0,1,0,0,0,1,0.3260751011481732,0.878193115938619,,,,0.02,8,2,False,False,0.02
60,regular,psi,"[6, 7]","{6: 'withhold', 7: 'withhold'}",0,0,2,"[6, 7]",2,0,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 1, 0]",0,0,0,0,0,0,1,1,0.8781930905256313,0.8781930905256313,,,,0.02,8,2,False,False,0.02
61,regular,psi,"[3, 5]","{3: 'equivocate', 5: 'withhold'}",0,1,1,"[3, 5]",2,0,"[0, 1, 0, 0, 1, 1, 1, 0, 0, 0]","[0, 0, 0, 1, 1, 0, 0, 0]","[0, 0, 1, 1, 1, 0, 0, 0]",0,0,0,1,0,0,0,1,0.3260751067473491,0.878193110339443,,,,0.02,8,2,False,False,0.02
62,regular,psi,"[1, 8]","{8: 'withhold', 1: 'withhold'}",0,0,2,"[1, 8]",2,0,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 1]","[1, 0, 0, 0, 0, 1, 0, 1]","[1, 0, 0, 0, 0, 1, 0, 1]",0,1,0,1,0,1,1,1,0.8781930961248067,0.8781930961248067,,,,0.02,8,2,False,False,0.02
63,regular,psi,"[4, 7]","{7: 'coherent_flip', 4: 'equivocate'}",1,1,0,[4],1,1,"[0, 0, 1, 1, 1, 0, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 0, 1]","[1, 1, 1, 0, 1, 1, 0, 1]",1,0,0,1,1,1,0,0,0.3296849379558796,0.32607514590926434,,,,0.02,8,2,False,False,0.02
64,regular,psi,"[1, 4]","{1: 'coherent_flip', 4: 'equivocate'}",1,1,0,[4],1,1,"[1, 1, 1, 0, 0, 1, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 1, 0, 0, 1, 0]",0,1,1,0,0,0,0,0,0.32968494920420416,0.3260751011481731,,,,0.02,8,2,False,False,0.02
65,regular,psi,"[6, 7]","{6: 'equivocate', 7: 'equivocate'}",0,2,0,"[6, 7]",2,0,"[1, 0, 0, 1, 1, 0, 0, 0, 1, 0]","[0, 1, 1, 0, 0, 1, 0, 0]","[0, 1, 1, 0, 0, 0, 1, 0]",1,1,0,0,1,1,0,1,0.3296849436050282,0.878193110339443,,,,0.02,8,2,False,False,0.02
66,regular,psi,"[1, 7]","{1: 'equivocate', 7: 'coherent_flip'}",1,1,0,[1],1,1,"[1, 0, 1, 0, 0, 0, 0, 1, 1, 1]","[0, 0, 0, 0, 0, 1, 0, 1]","[1, 0, 0, 0, 0, 1, 0, 1]",0,1,0,1,0,0,1,0,0.878193115938619,0.3260751011481731,,,,0.02,8,2,False,False,0.02
67,regular,psi,"[1, 2]","{1: 'coherent_flip', 2: 'withhold'}",1,0,1,[2],1,1,"[0, 1, 1, 0, 1, 0, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 1, 0, 0]",0,0,0,1,0,1,0,0,0.3260751011481731,0.3260751011481731,,,,0.02,8,2,False,False,0.02
68,regular,psi,"[2, 4]","{2: 'withhold', 4: 'withhold'}",0,0,2,"[2, 4]",2,0,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 1]",0,0,0,0,0,0,1,1,0.878193115938619,0.878193115938619,,,,0.02,8,2,False,False,0.02
69,regular,psi,"[2, 6]","{6: 'withhold', 2: 'coherent_flip'}",1,0,1,[6],1,1,"[1, 0, 1, 0, 0, 0, 1, 1, 0, 1]","[1, 1, 0, 0, 1, 1, 0, 1]","[1, 1, 0, 0, 1, 1, 0, 1]",0,1,1,1,1,1,0,0,0.46604682819665627,0.46604682819665627,,,,0.02,8,2,False,False,0.02
70,regular,psi,"[2, 4]","{2: 'coherent_flip', 4: 'coherent_flip'}",2,0,0,[],0,2,"[0, 1, 0, 1, 1, 0, 1, 0, 1, 0]","[0, 0, 1, 1, 1, 0, 1, 0]","[0, 0, 1, 1, 1, 0, 1, 0]",0,1,0,1,0,1,1,1,0.8781931462870425,0.8781931462870425,,,,0.02,8,2,False,False,0.02
71,regular,psi,"[3, 5]","{3: 'equivocate', 5: 'withhold'}",0,1,1,"[3, 5]",2,0,"[1, 1, 0, 1, 1, 0, 1, 0, 1, 0]","[0, 1, 0, 0, 1, 0, 1, 0]","[0, 1, 1, 0, 1, 0, 1, 0]",0,0,0,1,0,0,0,1,0.3260751403100885,0.8781931153925189,,,,0.02,8,2,False,False,0.02
72,regular,psi,"[3, 8]","{8: 'coherent_flip', 3: 'withhold'}",1,0,1,[3],1,1,"[1, 1, 0, 0, 0, 1, 0, 0, 1, 1]","[0, 0, 0, 1, 0, 0, 1, 0]","[0, 0, 0, 1, 0, 0, 1, 0]",1,0,0,0,0,0,0,0,0.46604680074233745,0.46604680074233745,,,,0.02,8,2,False,False,0.02
73,regular,psi,"[6, 8]","{6: 'equivocate', 8: 'withhold'}",0,1,1,"[6, 8]",2,0,"[0, 1, 1, 1, 0, 1, 1, 0, 0, 1]","[1, 1, 0, 1, 1, 1, 0, 1]","[1, 1, 0, 1, 1, 0, 0, 1]",0,0,1,0,0,0,0,1,0.4660467922798727,0.8781931341141326,,,,0.02,8,2,False,False,0.02
74,regular,psi,"[2, 6]","{6: 'coherent_flip', 2: 'withhold'}",1,0,1,[2],1,1,"[0, 1, 0, 1, 1, 0, 1, 0, 0, 1]","[0, 1, 1, 0, 1, 1, 0, 1]","[0, 1, 1, 0, 1, 1, 0, 1]",1,0,0,0,0,0,0,0,0.46604684533581253,0.46604684533581253,,,,0.02,8,2,False,False,0.02
75,regular,psi,"[1, 7]","{1: 'equivocate', 7: 'equivocate'}",0,2,0,"[1, 7]",2,0,"[1, 0, 1, 1, 0, 0, 0, 0, 1, 0]","[0, 1, 0, 0, 0, 0, 0, 0]","[1, 1, 0, 0, 0, 0, 1, 0]",1,1,1,1,1,1,1,1,0.878193115938619,0.878193115938619,,,,0.02,8,2,False,False,0.02
76,regular,zero,"[1, 2]","{2: 'coherent_flip', 1: 'coherent_flip'}",2,0,0,[],0,2,"[1, 1, 0, 0, 0, 0, 0, 1, 1, 0]","[1, 1, 0, 0, 0, 1, 1, 0]","[1, 1, 0, 0, 0, 1, 1, 0]",0,0,1,1,1,1,0,0,0.09146354420157173,0.09146354420157173,,,,0.02,8,2,True,True,0.02
77,regular,psi,"[7, 8]","{7: 'coherent_flip', 8: 'coherent_flip'}",2,0,0,[],0,2,"[0, 0, 1, 0, 1, 0, 0, 1, 1, 0]","[1, 0, 1, 0, 0, 1, 0, 1]","[1, 0, 1, 0, 0, 1, 0, 1]",1,1,0,0,0,0,0,0,0.3296849492042042,0.3296849492042042,,,,0.02,8,2,False,False,0.02
78,regular,psi,"[5, 7]","{5: 'equivocate', 7: 'equivocate'}",0,2,0,"[5, 7]",2,0,"[1, 0, 1, 0, 0, 1, 0, 0, 1, 1]","[1, 0, 0, 1, 1, 0, 0, 1]","[1, 0, 0, 1, 0, 0, 1, 1]",0,1,0,1,0,1,1,1,0.8781931159386189,0.8781931159386189,,,,0.02,8,2,False,False,0.02
79,verification,verification,"[1, 5]","{1: 'withhold', 5: 'coherent_flip'}",1,0,1,[1],1,1,"[0, 1, 1, 1, 1, 1, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]",1,0,1,1,1,1,0,0,,,Phi-,False,0.049817069622619906,0.02,8,2,False,False,0.02
80,regular,psi,"[1, 3]","{1: 'withhold', 3: 'coherent_flip'}",1,0,1,[1],1,1,"[0, 0, 1, 0, 1, 0, 1, 1, 1, 1]","[1, 0, 0, 0, 1, 1, 1, 1]","[1, 0, 0, 0, 1, 1, 1, 1]",0,0,0,1,0,1,0,0,0.32607517493756777,0.32607517493756777,,,,0.02,8,2,False,False,0.02
81,verification,verification,"[6, 7]","{6: 'equivocate', 7: 'withhold'}",0,1,1,"[6, 7]",2,0,"[1, 1, 0, 1, 0, 0, 0, 1, 1, 0]","[0, 1, 0, 0, 0, 0, 1, 0]","[0, 1, 0, 0, 0, 1, 1, 0]",1,0,0,0,1,0,0,1,,,Phi+,True,0.8505486868240135,0.02,8,2,False,False,0.02
82,regular,psi,"[5, 6]","{6: 'equivocate', 5: 'equivocate'}",0,2,0,"[5, 6]",2,0,"[0, 0, 0, 1, 1, 1, 1, 0, 1, 0]","[0, 1, 1, 1, 0, 1, 1, 0]","[0, 1, 1, 1, 1, 0, 1, 0]",0,1,1,0,0,1,0,1,0.32968494360502815,0.878193110339443,,,,0.02,8,2,False,False,0.02
83,regular,plus,"[4, 7]","{7: 'equivocate', 4: 'withhold'}",0,1,1,"[4, 7]",2,0,"[0, 0, 1, 1, 1, 1, 0, 0, 1, 0]","[1, 1, 1, 1, 0, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 1, 0]",0,1,0,0,0,1,0,1,0.09146353602409357,0.9085364639759064,,,,0.02,8,2,True,False,0.02
84,verification,verification,"[4, 8]","{8: 'coherent_flip', 4: 'withhold'}",1,0,1,[4],1,1,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 1, 0]",1,0,0,0,0,0,0,0,,,Psi+,False,0.04981711843482502,0.02,8,2,False,False,0.02
85,regular,psi,"[4, 5]","{4: 'equivocate', 5: 'withhold'}",0,1,1,"[4, 5]",2,0,"[0, 1, 1, 1, 0, 1, 1, 0, 1, 1]","[1, 1, 0, 0, 1, 0, 1, 1]","[1, 1, 0, 1, 1, 0, 1, 1]",0,1,1,1,0,1,0,1,0.4660468036924531,0.8781931343283611,,,,0.02,8,2,False,False,0.02
86,regular,psi,"[6, 8]","{8: 'coherent_flip', 6: 'equivocate'}",1,1,0,[6],1,1,"[1, 1, 1, 0, 1, 0, 0, 0, 0, 0]","[1, 0, 1, 0, 0, 1, 0, 1]","[1, 0, 1, 0, 0, 0, 0, 1]",1,1,1,1,0,1,1,0,0.8781930794449225,0.4660468031771693,,,,0.02,8,2,False,False,0.02
87,regular,psi,"[3, 7]","{3: 'coherent_flip', 7: 'coherent_flip'}",2,0,0,[],0,2,"[0, 0, 1, 0, 0, 1, 1, 1, 0, 1]","[1, 0, 1, 1, 1, 1, 1, 1]","[1, 0, 1, 1, 1, 1, 1, 1]",1,0,1,0,1,0,1,1,0.8781931401417654,0.8781931401417654,,,,0.02,8,2,False,False,0.02
88,regular,psi,"[3, 8]","{3: 'coherent_flip', 8: 'withhold'}",1,0,1,[8],1,1,"[1, 1, 1, 0, 1, 1, 1, 1, 1, 1]","[1, 0, 0, 1, 1, 1, 1, 1]","[1, 0, 0, 1, 1, 1, 1, 1]",0,1,0,0,0,0,0,0,0.3260751067473491,0.3260751067473491,,,,0.02,8,2,False,False,0.02
89,regular,psi,"[4, 8]","{4: 'withhold', 8: 'equivocate'}",0,1,1,"[4, 8]",2,0,"[0, 0, 1, 1, 0, 1, 0, 0, 1, 0]","[1, 1, 0, 1, 0, 0, 1, 1]","[1, 1, 0, 1, 0, 0, 1, 0]",0,0,1,0,0,0,0,1,0.4660468063415133,0.8781931097933431,,,,0.02,8,2,False,False,0.02
90,regular,psi,"[3, 7]","{7: 'equivocate', 3: 'withhold'}",0,1,1,"[3, 7]",2,0,"[1, 1, 0, 0, 1, 1, 1, 0, 0, 0]","[0, 0, 1, 1, 1, 0, 1, 0]","[0, 0, 1, 1, 1, 0, 0, 0]",0,1,0,0,0,1,0,1,0.32607514590926434,0.8781931097933431,,,,0.02,8,2,False,False,0.02
91,regular,psi,"[1, 4]","{1: 'withhold', 4: 'withhold'}",0,0,2,"[1, 4]",2,0,"[1, 1, 1, 1, 0, 1, 1, 0, 1, 1]","[1, 1, 0, 1, 1, 0, 1, 1]","[1, 1, 0, 1, 1, 0, 1, 1]",0,0,0,0,0,0,1,1,0.8781931401417654,0.8781931401417654,,,,0.02,8,2,False,False,0.02
92,regular,psi,"[3, 5]","{3: 'withhold', 5: 'coherent_flip'}",1,0,1,[3],1,1,"[0, 0, 0, 1, 1, 1, 0, 0, 0, 1]","[0, 1, 1, 1, 1, 0, 0, 1]","[0, 1, 1, 1, 1, 0, 0, 1]",1,1,1,0,1,0,0,0,0.32607514817648026,0.32607514817648026,,,,0.02,8,2,False,False,0.02
93,regular,psi,"[1, 8]","{1: 'withhold', 8: 'withhold'}",0,0,2,"[1, 8]",2,0,"[0, 1, 0, 0, 1, 0, 1, 1, 0, 0]","[0, 0, 1, 0, 1, 1, 0, 0]","[0, 0, 1, 0, 1, 1, 0, 0]",0,0,0,0,0,0,1,1,0.878193115938619,0.878193115938619,,,,0.02,8,2,False,False,0.02
94,regular,psi,"[4, 7]","{4: 'equivocate', 7: 'equivocate'}",0,2,0,"[4, 7]",2,0,"[0, 0, 1, 1, 0, 1, 1, 0, 1, 1]","[1, 1, 0, 0, 1, 0, 0, 1]","[1, 1, 0, 1, 1, 0, 1, 1]",1,1,0,0,1,1,0,1,0.3296849436050282,0.878193110339443,,,,0.02,8,2,False,False,0.02
95,regular,psi,"[1, 8]","{8: 'coherent_flip', 1: 'withhold'}",1,0,1,[1],1,1,"[1, 0, 0, 1, 0, 1, 0, 0, 0, 1]","[0, 1, 0, 1, 0, 0, 0, 0]","[0, 1, 0, 1, 0, 0, 0, 0]",1,1,0,1,0,1,0,0,0.4660468063415133,0.4660468063415133,,,,0.02,8,2,False,False,0.02
96,regular,psi,"[2, 5]","{5: 'equivocate', 2: 'withhold'}",0,1,1,"[2, 5]",2,0,"[0, 1, 0, 0, 0, 1, 1, 1, 0, 1]","[0, 0, 0, 1, 0, 1, 0, 1]","[0, 0, 0, 1, 1, 1, 0, 1]",0,1,0,0,0,1,0,1,0.3260751552688565,0.8781930794449225,,,,0.02,8,2,False,False,0.02
97,regular,psi,"[2, 7]","{2: 'coherent_flip', 7: 'withhold'}",1,0,1,[7],1,1,"[1, 0, 1, 1, 1, 0, 0, 1, 0, 1]","[1, 0, 1, 0, 0, 1, 0, 1]","[1, 0, 1, 0, 0, 1, 0, 1]",1,1,0,1,0,1,0,0,0.4660467951431617,0.4660467951431617,,,,0.02,8,2,False,False,0.02
98,regular,psi,"[1, 8]","{1: 'coherent_flip', 8: 'coherent_flip'}",2,0,0,[],0,2,"[0, 1, 1, 1, 1, 0, 1, 0, 0, 1]","[0, 1, 1, 0, 1, 0, 0, 0]","[0, 1, 1, 0, 1, 0, 0, 0]",1,1,0,0,0,0,0,0,0.3296849435550554,0.3296849435550554,,,,0.02,8,2,False,False,0.02
99,regular,psi,"[4, 5]","{5: 'withhold', 4: 'withhold'}",0,0,2,"[4, 5]",2,0,"[1, 0, 0, 1, 1, 1, 1, 1, 0, 1]","[0, 1, 1, 1, 1, 1, 0, 1]","[0, 1, 1, 1, 1, 1, 0, 1]",0,1,0,1,0,1,1,1,0.8781930850440982,0.8781930850440982,,,,0.02,8,2,False,False,0.02
100,verification,verification,"[2, 6]","{2: 'equivocate', 6: 'coherent_flip'}",1,1,0,[2],1,1,"[0, 0, 0, 1, 0, 1, 1, 1, 0, 0]","[0, 0, 0, 1, 1, 0, 0, 0]","[0, 1, 0, 1, 1, 0, 0, 0]",1,1,1,1,0,1,1,0,,,Psi-,False,0.04981713378165828,0.02,8,2,False,False,0.02
101,regular,psi,"[1, 6]","{6: 'coherent_flip', 1: 'equivocate'}",1,1,0,[1],1,1,"[1, 0, 1, 0, 0, 0, 1, 0, 1, 1]","[0, 0, 0, 0, 1, 1, 1, 1]","[1, 0, 0, 0, 1, 1, 1, 1]",1,0,0,1,0,0,0,0,0.3296849138027058,0.4660468095058574,,,,0.02,8,2,False,False,0.02
102,regular,psi,"[1, 8]","{8: 'equivocate', 1: 'equivocate'}",0,2,0,"[1, 8]",2,0,"[1, 0, 1, 1, 0, 1, 0, 0, 1, 1]","[0, 1, 0, 1, 0, 0, 1, 0]","[1, 1, 0, 1, 0, 0, 1, 1]",1,1,0,0,1,1,0,1,0.3296849436050282,0.878193110339443,,,,0.02,8,2,False,False,0.02
103,regular,psi,"[4, 7]","{7: 'withhold', 4: 'withhold'}",0,0,2,"[4, 7]",2,0,"[0, 0, 1, 1, 1, 0, 0, 0, 0, 0]","[1, 1, 1, 0, 0, 0, 0, 0]","[1, 1, 1, 0, 0, 0, 0, 0]",1,0,1,0,1,0,1,1,0.8781931103394429,0.8781931103394429,,,,0.02,8,2,False,False,0.02
104,regular,psi,"[3, 8]","{8: 'equivocate', 3: 'equivocate'}",0,2,0,"[3, 8]",2,0,"[1, 0, 0, 0, 1, 0, 1, 0, 1, 1]","[0, 0, 0, 0, 1, 0, 1, 0]","[0, 0, 1, 0, 1, 0, 1, 1]",1,0,0,1,1,0,0,1,0.32968493795587955,0.878193109793343,,,,0.02,8,2,False,False,0.02
105,regular,psi,"[4, 8]","{8: 'coherent_flip', 4: 'coherent_flip'}",2,0,0,[],0,2,"[1, 1, 1, 1, 0, 1, 0, 0, 1, 0]","[1, 1, 0, 0, 0, 0, 1, 1]","[1, 1, 0, 0, 0, 0, 1, 1]",1,1,1,1,1,1,1,1,0.878193110339443,0.878193110339443,,,,0.02,8,2,False,False,0.02
