trial_id,trial_type,input_state,byzantine_nodes,byzantine_strategies,n_coherent_flip,n_equivocate,n_withhold,detected_nodes,n_detected,n_undetected_byz,true_all_outcomes,reported_ctrl,recovered_ctrl,M_X_true,M_Z_true,M_X_rep,M_Z_rep,M_X_rec,M_Z_rec,M_correct_before,M_correct_after,fidelity_before,fidelity_after,bell_outcome,verification_pass,p_phi_plus,noise_level,n_controllers,max_byzantine,is_trap,trap_detected,sweep_noise
111,regular,psi,"[7, 8]","{8: 'withhold', 7: 'equivocate'}",0,1,1,"[7, 8]",2,0,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 1, 0]","[1, 0, 0, 0, 0, 0, 0, 0]",0,1,0,0,0,1,0,1,0.3074901711651812,0.9186053427689832,,,,0.01,8,2,False,False,0.01
112,regular,psi,"[1, 4]","{1: 'withhold', 4: 'equivocate'}",0,1,1,"[1, 4]",2,0,"[1, 1, 0, 0, 1, 1, 0, 1, 1, 1]","[0, 0, 1, 0, 0, 1, 1, 1]","[0, 0, 1, 1, 0, 1, 1, 1]",0,1,1,1,0,1,0,1,0.4624187431964049,0.9186053371698076,,,,0.01,8,2,False,False,0.01
113,regular,psi,"[1, 4]","{1: 'equivocate', 4: 'equivocate'}",0,2,0,"[1, 4]",2,0,"[1, 0, 0, 1, 0, 0, 1, 0, 1, 0]","[1, 1, 0, 1, 1, 0, 1, 0]","[0, 1, 0, 0, 1, 0, 1, 0]",1,1,0,0,1,1,0,1,0.31148577028028884,0.9186053278145495,,,,0.01,8,2,False,False,0.01
114,regular,psi,"[1, 8]","{8: 'equivocate', 1: 'equivocate'}",0,2,0,"[1, 8]",2,0,"[1, 0, 1, 1, 1, 0, 1, 1, 0, 0]","[0, 1, 1, 0, 1, 1, 0, 1]","[1, 1, 1, 0, 1, 1, 0, 0]",0,0,1,1,0,0,0,1,0.3114857380512212,0.9186053582186602,,,,0.01,8,2,False,False,0.01
115,regular,plus,"[1, 6]","{6: 'coherent_flip', 1: 'withhold'}",1,0,1,[1],1,1,"[1, 0, 0, 1, 0, 0, 1, 1, 1, 0]","[0, 1, 0, 0, 1, 0, 1, 0]","[0, 1, 0, 0, 1, 0, 1, 0]",0,1,1,1,1,1,0,0,0.9521910846233366,0.9521910846233366,,,,0.01,8,2,True,False,0.01
116,regular,psi,"[1, 2]","{1: 'equivocate', 2: 'equivocate'}",0,2,0,"[1, 2]",2,0,"[1, 1, 0, 1, 1, 1, 1, 1, 0, 1]","[1, 0, 1, 1, 1, 1, 0, 1]","[0, 1, 1, 1, 1, 1, 0, 1]",1,1,0,0,1,1,0,1,0.3114857339579289,0.9186053709941584,,,,0.01,8,2,False,False,0.01
117,regular,psi,"[2, 4]","{4: 'withhold', 2: 'equivocate'}",0,1,1,"[2, 4]",2,0,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0]","[1, 0, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]",0,1,1,1,0,1,0,1,0.4624187053445664,0.9186053166161978,,,,0.01,8,2,False,False,0.01
118,regular,psi,"[1, 6]","{1: 'withhold', 6: 'equivocate'}",0,1,1,"[1, 6]",2,0,"[1, 1, 1, 0, 1, 1, 0, 0, 1, 0]","[1, 0, 1, 1, 0, 1, 1, 0]","[1, 0, 1, 1, 0, 0, 1, 0]",0,0,1,0,0,0,0,1,0.4624187027168051,0.9186053078885591,,,,0.01,8,2,False,False,0.01
119,regular,psi,"[5, 6]","{6: 'coherent_flip', 5: 'equivocate'}",1,1,0,[5],1,1,"[0, 1, 1, 0, 1, 0, 0, 1, 0, 0]","[1, 0, 1, 0, 1, 0, 0, 0]","[1, 0, 1, 0, 0, 0, 0, 0]",0,0,1,1,1,0,0,0,0.31148578190709725,0.46241868251940643,,,,0.01,8,2,False,False,0.01
120,regular,psi,"[4, 5]","{4: 'equivocate', 5: 'coherent_flip'}",1,1,0,[4],1,1,"[0, 1, 1, 1, 0, 1, 0, 1, 1, 0]","[1, 1, 0, 0, 1, 1, 1, 0]","[1, 1, 0, 1, 1, 1, 1, 0]",0,0,1,1,0,1,0,0,0.31148579540429533,0.30749024049757284,,,,0.01,8,2,False,False,0.01
121,regular,psi,"[4, 5]","{4: 'equivocate', 5: 'equivocate'}",0,2,0,"[4, 5]",2,0,"[1, 1, 0, 0, 0, 1, 1, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 1, 1, 0, 1, 0]",0,1,1,0,0,1,0,1,0.3114857433618362,0.918605341018505,,,,0.01,8,2,False,False,0.01
122,regular,psi,"[2, 6]","{2: 'withhold', 6: 'equivocate'}",0,1,1,"[2, 6]",2,0,"[0, 1, 0, 1, 1, 1, 0, 1, 0, 1]","[0, 1, 1, 1, 0, 0, 0, 1]","[0, 1, 1, 1, 0, 1, 0, 1]",1,1,0,1,1,1,0,1,0.46241869108999706,0.9186052962617509,,,,0.01,8,2,False,False,0.01
123,regular,psi,"[2, 5]","{5: 'equivocate', 2: 'equivocate'}",0,2,0,"[2, 5]",2,0,"[0, 1, 1, 1, 0, 1, 0, 0, 1, 0]","[1, 0, 0, 1, 1, 0, 1, 0]","[1, 1, 0, 1, 0, 0, 1, 0]",1,0,0,1,1,0,0,1,0.3114857707087456,0.9186053049893894,,,,0.01,8,2,False,False,0.01
124,regular,psi,"[5, 6]","{5: 'equivocate', 6: 'coherent_flip'}",1,1,0,[5],1,1,"[1, 0, 0, 1, 1, 0, 1, 0, 1, 0]","[0, 1, 1, 0, 0, 1, 1, 0]","[0, 1, 1, 0, 1, 1, 1, 0]",1,0,0,1,0,0,0,0,0.31148574924957395,0.46241870986357453,,,,0.01,8,2,False,False,0.01
125,regular,psi,"[7, 8]","{7: 'coherent_flip', 8: 'equivocate'}",1,1,0,[8],1,1,"[1, 0, 1, 1, 0, 1, 0, 1, 1, 1]","[1, 1, 0, 1, 0, 1, 0, 0]","[1, 1, 0, 1, 0, 1, 0, 1]",0,1,1,0,0,0,0,0,0.3114857372702551,0.30749018236353254,,,,0.01,8,2,False,False,0.01
126,regular,psi,"[3, 4]","{4: 'withhold', 3: 'withhold'}",0,0,2,"[3, 4]",2,0,"[1, 1, 1, 1, 0, 0, 1, 1, 0, 1]","[1, 1, 0, 0, 1, 1, 0, 1]","[1, 1, 0, 0, 1, 1, 0, 1]",0,1,0,1,0,1,1,1,0.9186053201580522,0.9186053201580522,,,,0.01,8,2,False,False,0.01
127,regular,psi,"[3, 8]","{8: 'equivocate', 3: 'withhold'}",0,1,1,"[3, 8]",2,0,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 0]","[0, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 1, 1, 0]",1,1,0,1,1,1,0,1,0.46241870478547037,0.9186053047342604,,,,0.01,8,2,False,False,0.01
128,verification,verification,"[6, 7]","{7: 'coherent_flip', 6: 'equivocate'}",1,1,0,[6],1,1,"[1, 1, 0, 1, 1, 1, 1, 1, 0, 1]","[0, 1, 1, 1, 1, 0, 1, 1]","[0, 1, 1, 1, 1, 1, 1, 1]",1,1,0,0,1,0,0,0,,,Phi-,False,0.026165381853740906,0.01,8,2,False,False,0.01
129,regular,psi,"[5, 8]","{5: 'withhold', 8: 'coherent_flip'}",1,0,1,[5],1,1,"[1, 1, 0, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 1, 1, 0]","[0, 1, 1, 1, 1, 1, 1, 0]",1,0,0,0,0,0,0,0,0.4624187098635745,0.4624187098635745,,,,0.01,8,2,False,False,0.01
130,regular,psi,"[6, 7]","{6: 'equivocate', 7: 'coherent_flip'}",1,1,0,[6],1,1,"[1, 1, 0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 1, 1, 1, 0]","[0, 0, 0, 0, 1, 0, 1, 0]",1,0,0,1,1,1,0,0,0.31148576323917915,0.3074902266982735,,,,0.01,8,2,False,False,0.01
131,regular,zero,"[5, 8]","{5: 'withhold', 8: 'coherent_flip'}",1,0,1,[5],1,1,"[1, 0, 0, 0, 0, 1, 0, 0, 1, 0]","[0, 0, 0, 1, 0, 0, 1, 1]","[0, 0, 0, 1, 0, 0, 1, 1]",1,0,0,0,0,0,0,0,0.04780893099023299,0.04780893099023299,,,,0.01,8,2,True,True,0.01
132,regular,psi,"[2, 3]","{3: 'coherent_flip', 2: 'withhold'}",1,0,1,[2],1,1,"[1, 0, 1, 1, 0, 1, 0, 0, 1, 1]","[1, 1, 1, 1, 0, 0, 1, 1]","[1, 1, 1, 1, 0, 0, 1, 1]",1,1,1,0,1,0,0,0,0.30749020733049026,0.30749020733049026,,,,0.01,8,2,False,False,0.01
133,regular,psi,"[4, 5]","{4: 'equivocate', 5: 'coherent_flip'}",1,1,0,[4],1,1,"[0, 1, 1, 1, 1, 1, 0, 0, 1, 0]","[1, 1, 1, 0, 1, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]",1,1,0,0,1,0,0,0,0.31148575908193715,0.30749021895729867,,,,0.01,8,2,False,False,0.01
134,regular,psi,"[1, 2]","{2: 'equivocate', 1: 'equivocate'}",0,2,0,"[1, 2]",2,0,"[1, 1, 0, 1, 1, 0, 1, 1, 1, 1]","[1, 0, 1, 0, 1, 1, 1, 1]","[0, 1, 1, 0, 1, 1, 1, 1]",0,0,1,1,0,0,0,1,0.311485747026672,0.9186053510681662,,,,0.01,8,2,False,False,0.01
135,regular,psi,"[5, 8]","{8: 'withhold', 5: 'equivocate'}",0,1,1,"[5, 8]",2,0,"[0, 0, 0, 1, 1, 0, 1, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0, 0]","[0, 1, 1, 0, 1, 0, 0, 0]",1,0,1,1,1,0,0,1,0.30749024435271505,0.9186053128601146,,,,0.01,8,2,False,False,0.01
136,regular,psi,"[3, 8]","{8: 'equivocate', 3: 'coherent_flip'}",1,1,0,[8],1,1,"[1, 0, 0, 1, 0, 1, 0, 1, 1, 0]","[0, 1, 1, 1, 0, 1, 1, 1]","[0, 1, 1, 1, 0, 1, 1, 0]",1,0,0,1,1,1,0,0,0.3114857600954144,0.30749018279198925,,,,0.01,8,2,False,False,0.01
137,regular,psi,"[2, 8]","{2: 'coherent_flip', 8: 'equivocate'}",1,1,0,[8],1,1,"[1, 0, 0, 1, 1, 1, 1, 1, 1, 0]","[0, 0, 1, 1, 1, 1, 1, 1]","[0, 0, 1, 1, 1, 1, 1, 0]",1,0,1,0,0,0,1,0,0.9186053510681662,0.4624187173998316,,,,0.01,8,2,False,False,0.01
138,regular,psi,"[3, 5]","{5: 'coherent_flip', 3: 'equivocate'}",1,1,0,[3],1,1,"[1, 0, 1, 1, 1, 0, 0, 0, 0, 0]","[1, 1, 0, 0, 1, 0, 0, 0]","[1, 1, 1, 0, 1, 0, 0, 0]",1,1,1,1,1,0,1,0,0.9186053653949824,0.30749019181784715,,,,0.01,8,2,False,False,0.01
139,regular,psi,"[1, 4]","{1: 'equivocate', 4: 'withhold'}",0,1,1,"[1, 4]",2,0,"[0, 1, 1, 1, 1, 0, 0, 0, 1, 1]","[0, 1, 1, 0, 0, 0, 1, 1]","[1, 1, 1, 0, 0, 0, 1, 1]",1,1,1,0,1,1,0,1,0.3074902439242582,0.9186053132885714,,,,0.01,8,2,False,False,0.01
140,regular,psi,"[5, 7]","{7: 'withhold', 5: 'equivocate'}",0,1,1,"[5, 7]",2,0,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]",1,0,1,1,1,0,0,1,0.3074902322974495,0.9186053249153803,,,,0.01,8,2,False,False,0.01
141,regular,psi,"[2, 4]","{2: 'withhold', 4: 'coherent_flip'}",1,0,1,[2],1,1,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 1, 0, 0, 1, 1]","[0, 0, 0, 1, 0, 0, 1, 1]",1,0,0,0,0,0,0,0,0.46241872902664005,0.46241872902664005,,,,0.01,8,2,False,False,0.01
142,regular,psi,"[2, 3]","{3: 'coherent_flip', 2: 'coherent_flip'}",2,0,0,[],0,2,"[1, 1, 0, 0, 1, 1, 0, 0, 0, 0]","[0, 1, 0, 1, 0, 0, 0, 0]","[0, 1, 0, 1, 0, 0, 0, 0]",0,0,1,1,1,1,0,0,0.31148578334903054,0.31148578334903054,,,,0.01,8,2,False,False,0.01
143,regular,psi,"[3, 5]","{5: 'coherent_flip', 3: 'equivocate'}",1,1,0,[3],1,1,"[0, 1, 1, 0, 0, 0, 0, 0, 1, 0]","[1, 0, 1, 0, 1, 0, 1, 0]","[1, 0, 0, 0, 1, 0, 1, 0]",1,0,1,0,1,1,1,0,0.9186053195153672,0.3074901944187973,,,,0.01,8,2,False,False,0.01
144,verification,verification,"[3, 8]","{3: 'equivocate', 8: 'equivocate'}",0,2,0,"[3, 8]",2,0,"[1, 0, 1, 0, 0, 1, 0, 1, 0, 0]","[1, 0, 1, 1, 0, 1, 0, 1]","[1, 0, 0, 1, 0, 1, 0, 0]",0,0,1,1,0,0,0,1,,,Phi+,True,0.9215038097352926,0.01,8,2,False,False,0.01
145,regular,psi,"[3, 4]","{4: 'coherent_flip', 3: 'coherent_flip'}",2,0,0,[],0,2,"[0, 1, 0, 0, 1, 0, 0, 0, 1, 1]","[0, 0, 0, 1, 0, 0, 1, 1]","[0, 0, 0, 1, 0, 0, 1, 1]",0,0,1,1,1,1,0,0,0.3114858066026467,0.3114858066026467,,,,0.01,8,2,False,False,0.01
146,regular,psi,"[1, 4]","{1: 'coherent_flip', 4: 'coherent_flip'}",2,0,0,[],0,2,"[1, 0, 0, 1, 1, 1, 0, 1, 0, 0]","[1, 1, 1, 0, 0, 1, 0, 0]","[1, 1, 1, 0, 0, 1, 0, 0]",1,0,0,1,0,1,0,0,0.3114857600954144,0.3114857600954144,,,,0.01,8,2,False,False,0.01
147,regular,psi,"[6, 8]","{8: 'withhold', 6: 'equivocate'}",0,1,1,"[6, 8]",2,0,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 1]","[1, 1, 1, 1, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 0, 0, 1]",0,0,1,0,0,0,0,1,0.4624186851471672,0.9186053249153803,,,,0.01,8,2,False,False,0.01
148,regular,psi,"[3, 7]","{7: 'equivocate', 3: 'coherent_flip'}",1,1,0,[7],1,1,"[1, 1, 1, 1, 0, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 1, 0]",1,0,1,0,1,1,1,0,0.9186053582186602,0.30749018266819156,,,,0.01,8,2,False,False,0.01
149,regular,psi,"[2, 6]","{2: 'equivocate', 6: 'equivocate'}",0,2,0,"[2, 6]",2,0,"[0, 0, 0, 0, 1, 1, 1, 0, 0, 1]","[0, 1, 1, 1, 1, 1, 0, 1]","[0, 0, 1, 1, 1, 0, 0, 1]",0,0,0,0,0,0,1,1,0.9186053184592906,0.9186053184592906,,,,0.01,8,2,False,False,0.01
0,regular,psi,"[2, 7]","{2: 'coherent_flip', 7: 'coherent_flip'}",2,0,0,[],0,2,"[0, 1, 1, 1, 1, 0, 1, 0, 0, 1]","[1, 0, 1, 0, 1, 0, 1, 1]","[1, 0, 1, 0, 1, 0, 1, 1]",1,1,0,0,0,0,0,0,0.3296849435550554,0.3296849435550554,,,,0.02,8,2,False,False,0.02
1,regular,psi,"[2, 7]","{2: 'withhold', 7: 'withhold'}",0,0,2,"[2, 7]",2,0,"[0, 0, 1, 0, 1, 1, 0, 1, 1, 0]","[1, 0, 1, 1, 0, 1, 1, 0]","[1, 0, 1, 1, 0, 1, 1, 0]",0,1,0,1,0,1,1,1,0.8781931245290535,0.8781931245290535,,,,0.02,8,2,False,False,0.02
2,verification,verification,"[7, 8]","{8: 'withhold', 7: 'withhold'}",0,0,2,"[7, 8]",2,0,"[1, 0, 0, 0, 1, 0, 1, 0, 0, 1]","[0, 0, 1, 0, 1, 0, 0, 1]","[0, 0, 1, 0, 1, 0, 0, 1]",1,1,1,1,1,1,1,1,,,Phi+,True,0.8505486868240135,0.02,8,2,False,False,0.02
3,regular,plus,"[4, 6]","{4: 'withhold', 6: 'withhold'}",0,0,2,"[4, 6]",2,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 1]",1,0,1,0,1,0,1,1,0.9085364341735839,0.9085364341735839,,,,0.02,8,2,True,False,0.02
4,regular,psi,"[5, 8]","{5: 'equivocate', 8: 'coherent_flip'}",1,1,0,[5],1,1,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 1]","[1, 0, 0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0]",0,1,1,0,1,1,0,0,0.32968493795587955,0.4660468063415133,,,,0.02,8,2,False,False,0.02
5,regular,psi,"[7, 8]","{8: 'equivocate', 7: 'equivocate'}",0,2,0,"[7, 8]",2,0,"[1, 0, 0, 1, 1, 0, 0, 1, 1, 1]","[0, 1, 1, 0, 0, 1, 0, 0]","[0, 1, 1, 0, 0, 1, 1, 1]",1,1,0,0,1,1,0,1,0.3296849548033801,0.878193121537795,,,,0.02,8,2,False,False,0.02
6,regular,psi,"[6, 7]","{6: 'equivocate', 7: 'equivocate'}",0,2,0,"[6, 7]",2,0,"[1, 0, 0, 0, 1, 1, 0, 0, 0, 1]","[0, 0, 1, 1, 0, 1, 1, 1]","[0, 0, 1, 1, 0, 0, 0, 1]",0,0,1,1,0,0,0,1,0.32968494920420416,0.8781931159386189,,,,0.02,8,2,False,False,0.02
7,regular,psi,"[3, 5]","{3: 'equivocate', 5: 'equivocate'}",0,2,0,"[3, 5]",2,0,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1]","[1, 1, 0, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 1]",1,0,1,0,1,0,1,1,0.8781931275654278,0.8781931275654278,,,,0.02,8,2,False,False,0.02
8,regular,psi,"[3, 4]","{4: 'withhold', 3: 'equivocate'}",0,1,1,"[3, 4]",2,0,"[1, 1, 1, 0, 1, 0, 1, 1, 0, 0]","[1, 0, 0, 0, 1, 1, 0, 0]","[1, 0, 1, 0, 1, 1, 0, 0]",0,0,0,1,0,0,0,1,0.3260751011481731,0.878193115938619,,,,0.02,8,2,False,False,0.02
9,regular,psi,"[2, 8]","{8: 'equivocate', 2: 'coherent_flip'}",1,1,0,[8],1,1,"[1, 1, 1, 0, 1, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 0, 1, 0, 1]","[1, 1, 1, 1, 0, 1, 0, 0]",1,1,1,1,0,1,1,0,0.8781931285149567,0.4660467978790487,,,,0.02,8,2,False,False,0.02
10,regular,psi,"[2, 4]","{2: 'coherent_flip', 4: 'withhold'}",1,0,1,[4],1,1,"[0, 1, 0, 1, 0, 0, 1, 0, 1, 1]","[0, 0, 0, 0, 1, 0, 1, 1]","[0, 0, 0, 0, 1, 0, 1, 1]",1,0,0,0,0,0,0,0,0.46604680390668146,0.46604680390668146,,,,0.02,8,2,False,False,0.02
11,regular,psi,"[2, 6]","{2: 'equivocate', 6: 'equivocate'}",0,2,0,"[2, 6]",2,0,"[1, 1, 0, 1, 0, 0, 1, 1, 0, 1]","[0, 0, 0, 0, 1, 0, 0, 1]","[0, 1, 0, 0, 1, 1, 0, 1]",0,0,0,0,0,0,1,1,0.8781931285149566,0.8781931285149566,,,,0.02,8,2,False,False,0.02
12,verification,verification,"[2, 8]","{8: 'coherent_flip', 2: 'coherent_flip'}",2,0,0,[],0,2,"[1, 0, 0, 1, 0, 1, 1, 1, 1, 0]","[0, 0, 0, 1, 1, 1, 1, 1]","[0, 0, 0, 1, 1, 1, 1, 1]",1,1,1,1,1,1,1,1,,,Psi+,False,0.8505486633587728,0.02,8,2,False,False,0.02
13,regular,psi,"[3, 7]","{3: 'withhold', 7: 'withhold'}",0,0,2,"[3, 7]",2,0,"[0, 1, 1, 1, 1, 0, 1, 0, 0, 1]","[1, 1, 1, 0, 1, 0, 0, 1]","[1, 1, 1, 0, 1, 0, 0, 1]",1,1,1,1,1,1,1,1,0.8781931153925189,0.8781931153925189,,,,0.02,8,2,False,False,0.02
14,regular,psi,"[7, 8]","{7: 'equivocate', 8: 'equivocate'}",0,2,0,"[7, 8]",2,0,"[0, 1, 0, 1, 1, 1, 1, 1, 0, 0]","[0, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 1, 0, 0]",0,0,1,1,0,0,0,1,0.3296849375773955,0.8781931275654278,,,,0.02,8,2,False,False,0.02
15,regular,psi,"[1, 3]","{3: 'equivocate', 1: 'equivocate'}",0,2,0,"[1, 3]",2,0,"[0, 1, 1, 0, 0, 1, 0, 1, 1, 0]","[0, 0, 1, 1, 0, 1, 1, 0]","[1, 0, 0, 1, 0, 1, 1, 0]",1,0,1,0,1,0,1,1,0.8781930718040204,0.8781930718040204,,,,0.02,8,2,False,False,0.02
16,regular,psi,"[5, 7]","{7: 'coherent_flip', 5: 'equivocate'}",1,1,0,[5],1,1,"[1, 1, 1, 1, 0, 1, 1, 0, 1, 0]","[1, 1, 0, 1, 0, 0, 0, 0]","[1, 1, 0, 1, 1, 0, 0, 0]",1,0,1,0,1,1,1,0,0.8781931401417654,0.3260751365496714,,,,0.02,8,2,False,False,0.02
17,regular,psi,"[3, 7]","{7: 'withhold', 3: 'equivocate'}",0,1,1,"[3, 7]",2,0,"[0, 0, 1, 1, 0, 1, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 0, 1, 1]","[1, 1, 0, 1, 1, 0, 1, 1]",1,1,1,0,1,1,0,1,0.3260751067473491,0.878193110339443,,,,0.02,8,2,False,False,0.02
18,regular,psi,"[5, 6]","{6: 'withhold', 5: 'withhold'}",0,0,2,"[5, 6]",2,0,"[1, 1, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,1,0,1,0,1,1,1,0.8781931153925189,0.8781931153925189,,,,0.02,8,2,False,False,0.02
19,verification,verification,"[6, 7]","{7: 'withhold', 6: 'equivocate'}",0,1,1,"[6, 7]",2,0,"[0, 1, 1, 0, 1, 0, 1, 0, 1, 0]","[1, 0, 1, 0, 1, 1, 1, 0]","[1, 0, 1, 0, 1, 0, 1, 0]",1,0,0,0,1,0,0,1,,,Psi+,False,0.8505486823700172,0.02,8,2,False,False,0.02
20,regular,psi,"[1, 3]","{3: 'equivocate', 1: 'withhold'}",0,1,1,"[1, 3]",2,0,"[1, 1, 0, 0, 0, 0, 0, 1, 0, 1]","[0, 0, 1, 0, 0, 1, 0, 1]","[0, 0, 0, 0, 0, 1, 0, 1]",1,1,1,0,1,1,0,1,0.3260751403100885,0.8781931153925189,,,,0.02,8,2,False,False,0.02
21,regular,psi,"[6, 7]","{7: 'coherent_flip', 6: 'coherent_flip'}",2,0,0,[],0,2,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 0]","[0, 0, 0, 1, 1, 1, 1, 0]","[0, 0, 0, 1, 1, 1, 1, 0]",1,1,0,0,0,0,0,0,0.3296849127388924,0.3296849127388924,,,,0.02,8,2,False,False,0.02
22,regular,psi,"[3, 6]","{6: 'equivocate', 3: 'coherent_flip'}",1,1,0,[6],1,1,"[1, 1, 0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 1, 1, 0, 0]","[0, 0, 1, 0, 1, 0, 0, 0]",1,0,0,1,1,1,0,0,0.3296849436050282,0.32607510674734913,,,,0.02,8,2,False,False,0.02
23,verification,verification,"[2, 3]","{3: 'withhold', 2: 'coherent_flip'}",1,0,1,[3],1,1,"[0, 1, 1, 1, 0, 0, 0, 1, 1, 1]","[1, 0, 0, 0, 0, 1, 1, 1]","[1, 0, 0, 0, 0, 1, 1, 1]",0,0,1,0,1,0,0,0,,,Psi+,False,0.04981711836031928,0.02,8,2,False,False,0.02
24,regular,psi,"[1, 7]","{7: 'coherent_flip', 1: 'equivocate'}",1,1,0,[1],1,1,"[0, 1, 0, 1, 0, 1, 1, 0, 1, 0]","[1, 1, 0, 1, 1, 0, 0, 0]","[0, 1, 0, 1, 1, 0, 0, 0]",1,0,1,0,1,1,1,0,0.8781931401417654,0.32607513654967146,,,,0.02,8,2,False,False,0.02
25,verification,verification,"[4, 8]","{8: 'withhold', 4: 'equivocate'}",0,1,1,"[4, 8]",2,0,"[0, 0, 1, 0, 1, 0, 0, 0, 1, 1]","[1, 0, 1, 1, 0, 0, 1, 1]","[1, 0, 1, 0, 0, 0, 1, 1]",1,1,0,1,1,1,0,1,,,Phi+,True,0.8505486868240135,0.02,8,2,False,False,0.02
26,regular,psi,"[1, 8]","{1: 'withhold', 8: 'withhold'}",0,0,2,"[1, 8]",2,0,"[0, 1, 0, 1, 1, 1, 0, 1, 1, 0]","[0, 1, 1, 1, 0, 1, 1, 0]","[0, 1, 1, 1, 0, 1, 1, 0]",0,0,0,0,0,0,1,1,0.8781931275654278,0.8781931275654278,,,,0.02,8,2,False,False,0.02
27,verification,verification,"[5, 8]","{5: 'equivocate', 8: 'equivocate'}",0,2,0,"[5, 8]",2,0,"[1, 1, 0, 0, 1, 1, 1, 1, 1, 1]","[0, 0, 1, 1, 0, 1, 1, 0]","[0, 0, 1, 1, 1, 1, 1, 1]",0,0,1,1,0,0,0,1,,,Phi-,False,0.8505486719228526,0.02,8,2,False,False,0.02
28,regular,psi,"[1, 5]","{1: 'equivocate', 5: 'coherent_flip'}",1,1,0,[1],1,1,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0]",1,1,1,1,1,0,1,0,0.8781931153925189,0.3260751403100885,,,,0.02,8,2,False,False,0.02
29,regular,psi,"[2, 7]","{7: 'equivocate', 2: 'withhold'}",0,1,1,"[2, 7]",2,0,"[1, 1, 0, 1, 1, 1, 0, 0, 1, 0]","[0, 1, 1, 1, 0, 0, 0, 0]","[0, 1, 1, 1, 0, 0, 1, 0]",1,1,1,0,1,1,0,1,0.3260751032011596,0.8781931348744617,,,,0.02,8,2,False,False,0.02
30,regular,psi,"[3, 7]","{7: 'coherent_flip', 3: 'withhold'}",1,0,1,[3],1,1,"[0, 0, 1, 1, 0, 1, 0, 1, 0, 0]","[1, 1, 0, 1, 0, 1, 1, 0]","[1, 1, 0, 1, 0, 1, 1, 0]",1,1,1,0,1,0,0,0,0.32607515526885644,0.32607515526885644,,,,0.02,8,2,False,False,0.02
31,verification,verification,"[6, 7]","{6: 'coherent_flip', 7: 'coherent_flip'}",2,0,0,[],0,2,"[1, 1, 1, 0, 0, 0, 0, 0, 1, 0]","[1, 0, 0, 0, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 1, 0, 0]",1,1,0,0,0,0,0,0,,,Phi+,True,0.049817140019702576,0.02,8,2,False,False,0.02
32,regular,plus,"[4, 8]","{8: 'coherent_flip', 4: 'equivocate'}",1,1,0,[4],1,1,"[1, 0, 1, 1, 0, 1, 0, 1, 1, 0]","[1, 1, 0, 0, 0, 1, 1, 1]","[1, 1, 0, 1, 0, 1, 1, 1]",1,1,1,1,0,1,1,0,0.9085364639759064,0.9085364639759064,,,,0.02,8,2,True,False,0.02
