trial_id,trial_type,input_state,byzantine_nodes,byzantine_strategies,n_coherent_flip,n_equivocate,n_withhold,detected_nodes,n_detected,n_undetected_byz,true_all_outcomes,reported_ctrl,recovered_ctrl,M_X_true,M_Z_true,M_X_rep,M_Z_rep,M_X_rec,M_Z_rec,M_correct_before,M_correct_after,fidelity_before,fidelity_after,bell_outcome,verification_pass,p_phi_plus,noise_level,n_controllers,max_byzantine,is_trap,trap_detected,sweep_f
8,regular,psi,"[2, 4]","{2: 'coherent_flip', 4: 'withhold'}",1,0,1,[4],1,1,"[1, 0, 1, 1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0]",1,0,0,0,0,0,0,0,0.4624187154627508,0.4624187154627508,,,,0.01,8,2,False,False,2
9,regular,plus,"[1, 6]","{6: 'coherent_flip', 1: 'withhold'}",1,0,1,[1],1,1,"[1, 0, 0, 0, 1, 1, 1, 1, 1, 1]","[0, 0, 1, 1, 1, 0, 1, 1]","[0, 0, 1, 1, 1, 0, 1, 1]",1,0,0,0,0,0,0,0,0.9521910846233366,0.9521910846233366,,,,0.01,8,2,True,False,2
10,regular,psi,"[7, 8]","{8: 'equivocate', 7: 'coherent_flip'}",1,1,0,[8],1,1,"[1, 0, 0, 1, 1, 0, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 1, 1]","[0, 1, 1, 0, 0, 0, 1, 0]",1,0,0,1,1,1,0,0,0.31148574924957395,0.3074901714698389,,,,0.01,8,2,False,False,2
11,regular,psi,"[1, 4]","{1: 'withhold', 4: 'equivocate'}",0,1,1,"[1, 4]",2,0,"[1, 1, 1, 1, 1, 0, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 0, 1, 1, 1, 0]",1,1,0,1,1,1,0,1,0.4624187273496208,0.9186053300343824,,,,0.01,8,2,False,False,2
12,regular,psi,"[3, 7]","{3: 'coherent_flip', 7: 'withhold'}",1,0,1,[7],1,1,"[0, 1, 0, 0, 0, 1, 1, 0, 0, 1]","[0, 0, 1, 1, 1, 0, 0, 1]","[0, 0, 1, 1, 1, 0, 0, 1]",1,1,1,0,1,0,0,0,0.30749021455039266,0.30749021455039266,,,,0.01,8,2,False,False,2
13,regular,psi,"[1, 3]","{1: 'withhold', 3: 'withhold'}",0,0,2,"[1, 3]",2,0,"[0, 0, 0, 1, 1, 1, 1, 1, 0, 0]","[0, 1, 1, 1, 1, 1, 0, 0]","[0, 1, 1, 1, 1, 1, 0, 0]",1,0,1,0,1,0,1,1,0.9186052830577923,0.9186052830577923,,,,0.01,8,2,False,False,2
14,regular,psi,"[4, 6]","{4: 'coherent_flip', 6: 'equivocate'}",1,1,0,[6],1,1,"[0, 1, 0, 0, 0, 1, 0, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1, 0, 1]",0,0,0,0,1,0,1,0,0.9186052714309836,0.46241866887071137,,,,0.01,8,2,False,False,2
15,regular,psi,"[1, 7]","{7: 'withhold', 1: 'coherent_flip'}",1,0,1,[7],1,1,"[0, 1, 0, 0, 0, 0, 1, 0, 1, 0]","[1, 0, 0, 0, 1, 0, 1, 0]","[1, 0, 0, 0, 1, 0, 1, 0]",1,0,1,1,1,1,0,0,0.30749022929922154,0.30749022929922154,,,,0.01,8,2,False,False,2
16,regular,psi,"[2, 7]","{2: 'equivocate', 7: 'coherent_flip'}",1,1,0,[2],1,1,"[1, 1, 0, 1, 1, 0, 1, 1, 0, 1]","[0, 0, 1, 0, 1, 1, 1, 1]","[0, 1, 1, 0, 1, 1, 1, 1]",0,1,1,0,0,0,0,0,0.3114857542820104,0.3074901769785852,,,,0.01,8,2,False,False,2
17,regular,psi,"[5, 8]","{5: 'coherent_flip', 8: 'coherent_flip'}",2,0,0,[],0,2,"[0, 0, 1, 0, 1, 0, 0, 1, 0, 1]","[1, 0, 1, 0, 1, 1, 0, 0]","[1, 0, 1, 0, 1, 1, 0, 0]",0,0,1,1,1,1,0,0,0.3114857600954144,0.3114857600954144,,,,0.01,8,2,False,False,2
18,verification,verification,"[1, 3]","{1: 'equivocate', 3: 'withhold'}",0,1,1,"[1, 3]",2,0,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 1]","[1, 0, 1, 1, 0, 0, 0, 1]","[0, 0, 1, 1, 0, 0, 0, 1]",0,1,0,0,0,1,0,1,,,Phi+,True,0.9215037799329693,0.01,8,2,False,False,2
19,regular,psi,"[2, 3]","{3: 'equivocate', 2: 'withhold'}",0,1,1,"[2, 3]",2,0,"[0, 0, 1, 1, 0, 1, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 0, 1, 1]","[1, 1, 0, 1, 1, 0, 1, 1]",1,1,1,0,1,1,0,1,0.30749020733049026,0.9186053282430061,,,,0.01,8,2,False,False,2
20,regular,psi,"[5, 8]","{5: 'coherent_flip', 8: 'withhold'}",1,0,1,[8],1,1,"[0, 0, 1, 1, 0, 1, 1, 1, 0, 1]","[1, 1, 0, 1, 0, 1, 0, 1]","[1, 1, 0, 1, 0, 1, 0, 1]",0,0,0,1,0,1,0,0,0.30749019399034055,0.30749019399034055,,,,0.01,8,2,False,False,2
21,regular,psi,"[5, 8]","{8: 'coherent_flip', 5: 'withhold'}",1,0,1,[5],1,1,"[1, 0, 0, 0, 1, 1, 0, 1, 0, 1]","[0, 0, 1, 1, 0, 1, 0, 0]","[0, 0, 1, 1, 0, 1, 0, 0]",1,0,0,0,0,0,0,0,0.46241870986357453,0.46241870986357453,,,,0.01,8,2,False,False,2
22,regular,psi,"[3, 5]","{3: 'equivocate', 5: 'coherent_flip'}",1,1,0,[3],1,1,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 1, 0, 1, 0, 0, 1]","[0, 0, 0, 0, 1, 0, 0, 1]",0,1,0,1,0,0,1,0,0.9186053651807541,0.3074901920320756,,,,0.01,8,2,False,False,2
23,verification,verification,"[4, 5]","{5: 'equivocate', 4: 'equivocate'}",0,2,0,"[4, 5]",2,0,"[0, 0, 1, 0, 1, 1, 0, 0, 0, 0]","[1, 0, 1, 0, 1, 0, 0, 0]","[1, 0, 1, 1, 0, 0, 0, 0]",1,0,0,1,1,0,0,1,,,Phi+,True,0.9215037799329693,0.01,8,2,False,False,2
24,regular,psi,"[4, 7]","{4: 'coherent_flip', 7: 'equivocate'}",1,1,0,[7],1,1,"[0, 0, 0, 0, 0, 1, 1, 0, 1, 0]","[0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 1, 0]",1,0,0,1,0,0,0,0,0.31148579209197264,0.4624186506951977,,,,0.01,8,2,False,False,2
25,regular,psi,"[1, 2]","{1: 'coherent_flip', 2: 'coherent_flip'}",2,0,0,[],0,2,"[1, 1, 0, 0, 0, 0, 1, 1, 1, 1]","[1, 1, 0, 0, 1, 1, 1, 1]","[1, 1, 0, 0, 1, 1, 1, 1]",1,1,0,0,0,0,0,0,0.31148575908193715,0.31148575908193715,,,,0.01,8,2,False,False,2
26,regular,psi,"[2, 4]","{2: 'coherent_flip', 4: 'equivocate'}",1,1,0,[4],1,1,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0]","[1, 0, 1, 0, 0, 1, 1, 0]","[1, 0, 1, 1, 0, 1, 1, 0]",0,0,0,0,1,0,1,0,0.9186053365421889,0.46241869677397596,,,,0.01,8,2,False,False,2
27,regular,psi,"[5, 6]","{6: 'coherent_flip', 5: 'equivocate'}",1,1,0,[5],1,1,"[0, 0, 1, 1, 1, 1, 0, 0, 0, 1]","[1, 1, 1, 1, 1, 1, 0, 1]","[1, 1, 1, 1, 0, 1, 0, 1]",1,0,0,1,0,0,0,0,0.31148577774985486,0.46241870831598075,,,,0.01,8,2,False,False,2
28,regular,psi,"[3, 5]","{5: 'withhold', 3: 'coherent_flip'}",1,0,1,[5],1,1,"[1, 1, 1, 0, 1, 1, 0, 1, 1, 0]","[1, 0, 0, 1, 0, 1, 1, 0]","[1, 0, 0, 1, 0, 1, 1, 0]",1,0,1,1,1,1,0,0,0.3074901845053303,0.3074901845053303,,,,0.01,8,2,False,False,2
29,verification,verification,"[5, 7]","{5: 'equivocate', 7: 'withhold'}",0,1,1,"[5, 7]",2,0,"[0, 1, 1, 0, 0, 0, 0, 1, 0, 1]","[1, 0, 0, 0, 1, 1, 0, 1]","[1, 0, 0, 0, 0, 1, 0, 1]",1,1,1,0,1,1,0,1,,,Phi+,True,0.9215037799329693,0.01,8,2,False,False,2
30,regular,psi,"[7, 8]","{7: 'coherent_flip', 8: 'coherent_flip'}",2,0,0,[],0,2,"[1, 1, 0, 0, 1, 1, 1, 1, 0, 1]","[0, 0, 1, 1, 1, 1, 1, 0]","[0, 0, 1, 1, 1, 1, 1, 0]",0,1,1,0,1,0,0,0,0.31148575988118604,0.31148575988118604,,,,0.01,8,2,False,False,2
31,regular,psi,"[6, 7]","{7: 'equivocate', 6: 'equivocate'}",0,2,0,"[6, 7]",2,0,"[0, 1, 1, 1, 1, 0, 0, 1, 1, 0]","[1, 1, 1, 0, 0, 0, 0, 0]","[1, 1, 1, 0, 0, 1, 1, 0]",1,1,0,0,1,1,0,1,0.31148576926681193,0.9186053132885715,,,,0.01,8,2,False,False,2
32,regular,psi,"[2, 6]","{2: 'coherent_flip', 6: 'equivocate'}",1,1,0,[6],1,1,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0]","[0, 1, 1, 0, 1, 1, 0, 0]","[0, 1, 1, 0, 1, 0, 0, 0]",0,0,0,0,1,0,1,0,0.9186052714309836,0.4624186688707114,,,,0.01,8,2,False,False,2
33,regular,psi,"[3, 7]","{3: 'withhold', 7: 'equivocate'}",0,1,1,"[3, 7]",2,0,"[0, 1, 0, 1, 1, 0, 0, 1, 1, 1]","[0, 1, 1, 0, 0, 1, 0, 1]","[0, 1, 1, 0, 0, 1, 1, 1]",0,0,0,1,0,0,0,1,0.3074902193857555,0.918605316187741,,,,0.01,8,2,False,False,2
34,regular,psi,"[1, 7]","{7: 'withhold', 1: 'equivocate'}",0,1,1,"[1, 7]",2,0,"[0, 0, 1, 1, 0, 1, 0, 0, 0, 1]","[0, 1, 0, 1, 0, 0, 0, 1]","[1, 1, 0, 1, 0, 0, 0, 1]",1,1,1,0,1,1,0,1,0.30749020173131447,0.918605333842182,,,,0.01,8,2,False,False,2
35,regular,psi,"[1, 6]","{1: 'coherent_flip', 6: 'withhold'}",1,0,1,[6],1,1,"[1, 0, 0, 1, 0, 1, 0, 1, 1, 0]","[1, 1, 0, 1, 0, 1, 1, 0]","[1, 1, 0, 1, 0, 1, 1, 0]",1,0,1,1,1,1,0,0,0.30749018279198925,0.30749018279198925,,,,0.01,8,2,False,False,2
36,regular,psi,"[5, 7]","{7: 'coherent_flip', 5: 'equivocate'}",1,1,0,[5],1,1,"[0, 0, 0, 1, 1, 1, 1, 1, 0, 1]","[0, 1, 1, 1, 0, 1, 1, 1]","[0, 1, 1, 1, 1, 1, 1, 1]",0,0,0,0,0,1,1,0,0.9186052830577923,0.30749021455039266,,,,0.01,8,2,False,False,2
37,regular,plus,"[2, 7]","{2: 'coherent_flip', 7: 'coherent_flip'}",2,0,0,[],0,2,"[0, 0, 1, 1, 0, 0, 0, 1, 1, 1]","[1, 0, 0, 0, 0, 1, 0, 1]","[1, 0, 0, 0, 0, 1, 0, 1]",1,0,0,1,0,1,0,0,0.047808915376663215,0.047808915376663215,,,,0.01,8,2,True,True,2
38,regular,psi,"[5, 8]","{8: 'withhold', 5: 'withhold'}",0,0,2,"[5, 8]",2,0,"[1, 1, 0, 0, 1, 1, 1, 1, 0, 0]","[0, 0, 1, 1, 1, 1, 0, 0]","[0, 0, 1, 1, 1, 1, 0, 0]",1,1,1,1,1,1,1,1,0.9186053425547548,0.9186053425547548,,,,0.01,8,2,False,False,2
39,regular,psi,"[5, 6]","{5: 'equivocate', 6: 'withhold'}",0,1,1,"[5, 6]",2,0,"[1, 0, 0, 1, 1, 0, 1, 0, 1, 0]","[0, 1, 1, 0, 0, 0, 1, 0]","[0, 1, 1, 0, 1, 0, 1, 0]",1,0,1,1,1,0,0,1,0.30749017146983887,0.9186053694170129,,,,0.01,8,2,False,False,2
40,regular,psi,"[5, 7]","{5: 'coherent_flip', 7: 'equivocate'}",1,1,0,[7],1,1,"[1, 1, 1, 0, 1, 1, 1, 0, 1, 0]","[1, 0, 1, 1, 0, 0, 0, 0]","[1, 0, 1, 1, 0, 0, 1, 0]",0,1,0,1,0,0,1,0,0.9186053394413579,0.30749019613213857,,,,0.01,8,2,False,False,2
41,regular,psi,"[1, 6]","{1: 'equivocate', 6: 'coherent_flip'}",1,1,0,[1],1,1,"[1, 0, 0, 0, 1, 1, 0, 1, 0, 1]","[1, 0, 1, 1, 0, 0, 0, 1]","[0, 0, 1, 1, 0, 0, 0, 1]",1,0,0,1,0,0,0,0,0.3114857492495739,0.46241870986357453,,,,0.01,8,2,False,False,2
42,regular,psi,"[4, 5]","{5: 'withhold', 4: 'withhold'}",0,0,2,"[4, 5]",2,0,"[0, 0, 0, 1, 1, 0, 1, 0, 1, 0]","[0, 1, 1, 0, 1, 0, 1, 0]","[0, 1, 1, 0, 1, 0, 1, 0]",1,1,1,1,1,1,1,1,0.9186053244869236,0.9186053244869236,,,,0.01,8,2,False,False,2
43,regular,psi,"[2, 7]","{7: 'withhold', 2: 'equivocate'}",0,1,1,"[2, 7]",2,0,"[0, 1, 1, 1, 1, 0, 0, 0, 0, 0]","[1, 0, 1, 0, 0, 0, 0, 0]","[1, 1, 1, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,1,0.4624186562943737,0.9186053072609387,,,,0.01,8,2,False,False,2
44,regular,psi,"[1, 2]","{2: 'equivocate', 1: 'withhold'}",0,1,1,"[1, 2]",2,0,"[0, 1, 0, 1, 1, 0, 0, 1, 1, 1]","[0, 0, 1, 0, 0, 1, 1, 1]","[0, 1, 1, 0, 0, 1, 1, 1]",0,0,1,0,0,0,0,1,0.46241868251940643,0.918605316187741,,,,0.01,8,2,False,False,2
45,regular,psi,"[6, 8]","{8: 'equivocate', 6: 'coherent_flip'}",1,1,0,[8],1,1,"[0, 1, 1, 1, 0, 0, 1, 1, 0, 1]","[1, 1, 0, 0, 1, 0, 0, 0]","[1, 1, 0, 0, 1, 0, 0, 1]",0,0,0,0,1,0,1,0,0.9186052662602643,0.4624186972950481,,,,0.01,8,2,False,False,2
46,regular,plus,"[1, 3]","{1: 'equivocate', 3: 'withhold'}",0,1,1,"[1, 3]",2,0,"[1, 0, 1, 1, 0, 1, 0, 0, 0, 0]","[0, 1, 0, 1, 0, 0, 0, 0]","[1, 1, 0, 1, 0, 0, 0, 0]",0,0,0,1,0,0,0,1,0.047808915376663215,0.9521910846233366,,,,0.01,8,2,True,False,2
47,regular,psi,"[6, 7]","{6: 'withhold', 7: 'withhold'}",0,0,2,"[6, 7]",2,0,"[1, 1, 0, 0, 0, 0, 1, 1, 0, 1]","[0, 0, 0, 0, 1, 1, 0, 1]","[0, 0, 0, 0, 1, 1, 0, 1]",1,0,1,0,1,0,1,1,0.9186053105885652,0.9186053105885652,,,,0.01,8,2,False,False,2
48,regular,psi,"[3, 7]","{3: 'withhold', 7: 'withhold'}",0,0,2,"[3, 7]",2,0,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",1,1,1,1,1,1,1,1,0.918605374321783,0.918605374321783,,,,0.01,8,2,False,False,2
49,regular,psi,"[1, 8]","{1: 'equivocate', 8: 'coherent_flip'}",1,1,0,[1],1,1,"[0, 1, 1, 1, 0, 1, 0, 0, 0, 1]","[0, 1, 0, 1, 0, 0, 0, 0]","[1, 1, 0, 1, 0, 0, 0, 0]",0,1,1,0,1,1,0,0,0.3114857835632589,0.46241870250257666,,,,0.01,8,2,False,False,2
50,regular,psi,"[3, 4]","{4: 'withhold', 3: 'equivocate'}",0,1,1,"[3, 4]",2,0,"[0, 0, 1, 0, 1, 0, 0, 0, 1, 0]","[1, 0, 0, 0, 0, 0, 1, 0]","[1, 0, 1, 0, 0, 0, 1, 0]",0,1,0,0,0,1,0,1,0.3074901961321386,0.9186053394413578,,,,0.01,8,2,False,False,2
51,regular,psi,"[1, 3]","{1: 'withhold', 3: 'withhold'}",0,0,2,"[1, 3]",2,0,"[1, 1, 0, 1, 0, 0, 0, 1, 1, 1]","[0, 1, 0, 0, 0, 1, 1, 1]","[0, 1, 0, 0, 0, 1, 1, 1]",0,0,0,0,0,0,1,1,0.9186053826209672,0.9186053826209672,,,,0.01,8,2,False,False,2
52,regular,psi,"[1, 2]","{2: 'coherent_flip', 1: 'equivocate'}",1,1,0,[1],1,1,"[0, 1, 0, 0, 1, 0, 1, 1, 1, 1]","[1, 1, 1, 0, 1, 1, 1, 1]","[0, 1, 1, 0, 1, 1, 1, 1]",1,1,0,0,0,1,0,0,0.31148581393232644,0.46241870478547037,,,,0.01,8,2,False,False,2
53,regular,psi,"[5, 8]","{8: 'coherent_flip', 5: 'equivocate'}",1,1,0,[5],1,1,"[1, 1, 1, 0, 0, 0, 1, 1, 1, 0]","[1, 0, 0, 0, 0, 1, 1, 1]","[1, 0, 0, 0, 1, 1, 1, 1]",0,0,1,1,1,0,0,0,0.31148574924957395,0.4624187098635745,,,,0.01,8,2,False,False,2
54,regular,psi,"[3, 6]","{3: 'coherent_flip', 6: 'coherent_flip'}",2,0,0,[],0,2,"[1, 1, 0, 1, 0, 0, 0, 1, 1, 1]","[0, 1, 1, 0, 0, 0, 1, 1]","[0, 1, 1, 0, 0, 0, 1, 1]",0,0,1,1,1,1,0,0,0.3114857223311201,0.3114857223311201,,,,0.01,8,2,False,False,2
55,verification,verification,"[4, 7]","{4: 'withhold', 7: 'equivocate'}",0,1,1,"[4, 7]",2,0,"[0, 1, 0, 0, 0, 1, 0, 1, 1, 1]","[0, 0, 0, 1, 0, 1, 0, 1]","[0, 0, 0, 1, 0, 1, 1, 1]",0,1,0,0,0,1,0,1,,,Phi+,True,0.9215037948341309,0.01,8,2,False,False,2
56,regular,psi,"[4, 8]","{4: 'equivocate', 8: 'withhold'}",0,1,1,"[4, 8]",2,0,"[1, 0, 0, 0, 1, 0, 1, 0, 0, 0]","[0, 0, 1, 1, 1, 0, 0, 0]","[0, 0, 1, 0, 1, 0, 0, 0]",0,1,1,1,0,1,0,1,0.4624187057730232,0.9186053394413579,,,,0.01,8,2,False,False,2
57,verification,verification,"[1, 7]","{7: 'coherent_flip', 1: 'equivocate'}",1,1,0,[1],1,1,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 0]","[1, 0, 0, 1, 1, 1, 0, 0]","[0, 0, 0, 1, 1, 1, 0, 0]",0,0,0,0,0,1,1,0,,,Phi-,False,0.02616541165606418,0.01,8,2,False,False,2
58,regular,psi,"[2, 6]","{2: 'withhold', 6: 'equivocate'}",0,1,1,"[2, 6]",2,0,"[0, 0, 1, 1, 1, 1, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 0, 1, 1]",1,0,0,0,1,0,0,1,0.4624187195143321,0.918605291091032,,,,0.01,8,2,False,False,2
59,regular,psi,"[2, 4]","{4: 'withhold', 2: 'coherent_flip'}",1,0,1,[4],1,1,"[1, 0, 1, 1, 0, 1, 0, 1, 0, 1]","[1, 0, 0, 1, 0, 1, 0, 1]","[1, 0, 0, 1, 0, 1, 0, 1]",0,0,1,0,1,0,0,0,0.46241873156959684,0.46241873156959684,,,,0.01,8,2,False,False,2
60,regular,psi,"[4, 8]","{8: 'withhold', 4: 'withhold'}",0,0,2,"[4, 8]",2,0,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 0]","[0, 0, 0, 1, 1, 0, 0, 0]","[0, 0, 0, 1, 1, 0, 0, 0]",0,0,0,0,0,0,1,1,0.9186053094657081,0.9186053094657081,,,,0.01,8,2,False,False,2
61,regular,psi,"[1, 4]","{1: 'withhold', 4: 'equivocate'}",0,1,1,"[1, 4]",2,0,"[0, 0, 1, 1, 1, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 0]","[1, 1, 1, 0, 0, 0, 0, 0]",1,0,0,0,1,0,0,1,0.4624187154627508,0.9186053638178365,,,,0.01,8,2,False,False,2
62,verification,verification,"[5, 7]","{7: 'coherent_flip', 5: 'equivocate'}",1,1,0,[5],1,1,"[0, 1, 0, 1, 1, 1, 0, 0, 0, 1]","[0, 1, 1, 1, 1, 0, 1, 1]","[0, 1, 1, 1, 0, 0, 1, 1]",0,1,0,1,0,0,1,0,,,Psi-,False,0.026165396754902544,0.01,8,2,False,False,2
63,regular,psi,"[2, 3]","{2: 'withhold', 3: 'equivocate'}",0,1,1,"[2, 3]",2,0,"[0, 1, 1, 1, 1, 0, 1, 0, 1, 1]","[1, 1, 0, 0, 1, 0, 1, 1]","[1, 1, 1, 0, 1, 0, 1, 1]",1,0,1,1,1,0,0,1,0.30749024049757284,0.9186052734365916,,,,0.01,8,2,False,False,2
64,regular,psi,"[3, 8]","{8: 'withhold', 3: 'withhold'}",0,0,2,"[3, 8]",2,0,"[0, 0, 1, 1, 0, 0, 1, 0, 0, 0]","[1, 1, 0, 0, 1, 0, 0, 0]","[1, 1, 0, 0, 1, 0, 0, 0]",1,0,1,0,1,0,1,1,0.9186053582186601,0.9186053582186601,,,,0.01,8,2,False,False,2
65,regular,psi,"[5, 7]","{5: 'coherent_flip', 7: 'withhold'}",1,0,1,[7],1,1,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 0]","[0, 0, 1, 1, 0, 1, 1, 0]","[0, 0, 1, 1, 0, 1, 1, 0]",0,1,0,0,0,0,0,0,0.30749023272590625,0.30749023272590625,,,,0.01,8,2,False,False,2
66,verification,verification,"[1, 4]","{4: 'withhold', 1: 'equivocate'}",0,1,1,"[1, 4]",2,0,"[1, 1, 1, 0, 0, 1, 1, 1, 0, 1]","[0, 0, 0, 1, 1, 1, 0, 1]","[1, 0, 0, 1, 1, 1, 0, 1]",0,1,0,0,0,1,0,1,,,Phi+,True,0.9215037799329693,0.01,8,2,False,False,2
67,regular,psi,"[4, 5]","{5: 'equivocate', 4: 'equivocate'}",0,2,0,"[4, 5]",2,0,"[0, 0, 0, 1, 1, 0, 0, 1, 0, 1]","[0, 1, 1, 1, 1, 1, 0, 1]","[0, 1, 1, 0, 0, 1, 0, 1]",1,1,0,0,1,1,0,1,0.31148579497583856,0.918605296261751,,,,0.01,8,2,False,False,2
68,regular,zero,"[6, 7]","{6: 'coherent_flip', 7: 'withhold'}",1,0,1,[7],1,1,"[0, 1, 1, 1, 0, 1, 1, 1, 0, 0]","[1, 1, 0, 1, 1, 0, 0, 0]","[1, 1, 0, 1, 1, 0, 0, 0]",0,0,1,0,1,0,0,0,0.04780893099023299,0.04780893099023299,,,,0.01,8,2,True,True,2
69,regular,psi,"[2, 7]","{7: 'coherent_flip', 2: 'equivocate'}",1,1,0,[2],1,1,"[1, 0, 1, 0, 1, 1, 0, 1, 1, 0]","[1, 1, 1, 1, 0, 1, 0, 0]","[1, 0, 1, 1, 0, 1, 0, 0]",0,0,1,1,0,1,0,0,0.31148575721154637,0.3074902094722887,,,,0.01,8,2,False,False,2
70,regular,psi,"[3, 5]","{3: 'coherent_flip', 5: 'withhold'}",1,0,1,[5],1,1,"[0, 0, 0, 0, 1, 1, 1, 1, 1, 0]","[0, 0, 0, 1, 1, 1, 1, 0]","[0, 0, 0, 1, 1, 1, 1, 0]",0,1,0,0,0,0,0,0,0.30749023272590625,0.30749023272590625,,,,0.01,8,2,False,False,2
71,regular,psi,"[7, 8]","{8: 'equivocate', 7: 'coherent_flip'}",1,1,0,[8],1,1,"[1, 0, 1, 0, 1, 1, 0, 1, 1, 1]","[1, 0, 1, 1, 0, 1, 0, 0]","[1, 0, 1, 1, 0, 1, 0, 1]",1,0,0,1,1,1,0,0,0.31148575721154637,0.3074902094722887,,,,0.01,8,2,False,False,2
72,regular,psi,"[5, 8]","{8: 'withhold', 5: 'coherent_flip'}",1,0,1,[8],1,1,"[0, 1, 0, 0, 0, 1, 1, 1, 1, 1]","[0, 0, 0, 1, 0, 1, 1, 1]","[0, 0, 0, 1, 0, 1, 1, 1]",0,0,0,1,0,1,0,0,0.3074902261772014,0.3074902261772014,,,,0.01,8,2,False,False,2
73,regular,psi,"[3, 4]","{3: 'equivocate', 4: 'equivocate'}",0,2,0,"[3, 4]",2,0,"[1, 1, 1, 0, 0, 1, 0, 1, 0, 0]","[1, 0, 1, 0, 0, 1, 0, 0]","[1, 0, 0, 1, 0, 1, 0, 0]",1,0,0,1,1,0,0,1,0.3114857600954144,0.9186053311421752,,,,0.01,8,2,False,False,2
74,regular,psi,"[4, 6]","{6: 'withhold', 4: 'equivocate'}",0,1,1,"[4, 6]",2,0,"[0, 1, 1, 1, 1, 1, 1, 0, 1, 1]","[1, 1, 1, 0, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 0, 1, 1]",0,0,1,0,0,0,0,1,0.46241870237315197,0.9186053309430129,,,,0.01,8,2,False,False,2
75,verification,verification,"[2, 6]","{6: 'withhold', 2: 'equivocate'}",0,1,1,"[2, 6]",2,0,"[1, 0, 1, 0, 1, 1, 0, 0, 1, 1]","[1, 1, 1, 1, 0, 0, 1, 1]","[1, 0, 1, 1, 0, 0, 1, 1]",0,0,1,0,0,0,0,1,,,Phi+,True,0.9215037948341309,0.01,8,2,False,False,2
76,regular,psi,"[1, 2]","{1: 'withhold', 2: 'coherent_flip'}",1,0,1,[1],1,1,"[0, 0, 1, 0, 1, 0, 0, 1, 1, 0]","[1, 1, 1, 0, 0, 1, 1, 0]","[1, 1, 1, 0, 0, 1, 1, 0]",1,1,0,1,0,1,0,0,0.4624187375972292,0.4624187375972292,,,,0.01,8,2,False,False,2
77,verification,verification,"[3, 7]","{7: 'coherent_flip', 3: 'equivocate'}",1,1,0,[3],1,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 1, 0]",0,0,0,0,0,1,1,0,,,Phi-,False,0.026165396754902544,0.01,8,2,False,False,2
78,regular,psi,"[5, 6]","{6: 'coherent_flip', 5: 'withhold'}",1,0,1,[5],1,1,"[1, 0, 0, 0, 1, 0, 0, 1, 0, 1]","[0, 0, 1, 0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0, 0, 1]",0,0,1,0,1,0,0,0,0.4624187259704212,0.4624187259704212,,,,0.01,8,2,False,False,2
79,regular,psi,"[4, 7]","{7: 'equivocate', 4: 'coherent_flip'}",1,1,0,[7],1,1,"[1, 1, 1, 0, 1, 0, 1, 0, 1, 1]","[1, 0, 1, 1, 1, 0, 0, 1]","[1, 0, 1, 1, 1, 0, 1, 1]",0,1,1,0,1,1,0,0,0.31148573395792883,0.4624187088292415,,,,0.01,8,2,False,False,2
80,regular,zero,"[4, 7]","{7: 'equivocate', 4: 'withhold'}",0,1,1,"[4, 7]",2,0,"[1, 1, 1, 0, 1, 0, 0, 0, 1, 0]","[1, 0, 1, 0, 0, 0, 0, 0]","[1, 0, 1, 0, 0, 0, 1, 0]",1,0,1,1,1,0,0,1,0.952191069009767,0.952191069009767,,,,0.01,8,2,True,False,2
